html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
mda\01-story-thread\MDA-016-thomas-1974.html,Part IV: Thomas (1974) -- The Moral Decline of America,0,,,,,
mda\01-story-thread\MDA-031-jacob-1998.html,Part V: Jacob (1998) -- The Moral Decline of America,0,,,,,
mda\01-story-thread\MDA-050-jacob-2025.html,Part VI: Jacob (2025) -- The Moral Decline of America,0,,,,,
mda\02-method-and-metrics\MDA-003-measuring-moral-health.html,Part 1: What If We Could Measure Moral Health? — The Moral Decline of America,0,,,,,
mda\02-method-and-metrics\MDA-004-facts-framework.html,The Coherence Decay of American Society — FACTS Paper,0,,,,,
mda\02-method-and-metrics\MDA-006-research-method.html,Research Method — The Moral Decline of America,0,,,,,
mda\02-method-and-metrics\MDA-007-nine-domains.html,Part 2: The Nine Domains — The Moral Decline of America,0,,,,,
mda\02-method-and-metrics\MDA-037-biaxiosum-audit.html,The Biaxiosum Audit — The Moral Decline of America,0,,,,,
mda\02-method-and-metrics\MDA-038-coherence-metric.html,The Coherence Metric — A Physics-Based Framework for Measuring Structural Integrity,0,,,,,
mda\02-method-and-metrics\MDA-039-physics-of-coherence.html,The Physics of Coherence - The Moral Decline of America,0,,,,,
mda\02-method-and-metrics\MDA-040-statistical-synthesis.html,The Moral Decay of America: Statistical Synthesis,0,,,,,
mda\02-method-and-metrics\MDA-041-statistical-spine.html,The Statistical Spine — Moral Decline of America | Theophysics,0,,,,,
mda\03-evidence-chronology\MDA-005-empirical-evidence.html,The Empirical Evidence — The Moral Decline of America,0,,,,,
mda\03-evidence-chronology\MDA-009-the-1900-baseline.html,Part 3: The 1900 Baseline — The Moral Decline of America,0,,,,,
mda\03-evidence-chronology\MDA-010-pre-modern-baseline.html,The Pre-Modern Baseline (1900–1919) — The Moral Decline of America,0,,,,,
mda\03-evidence-chronology\MDA-013-peak-coherence-1940.html,1940-1949: Peak Coherence — The Crucible of Consensus,0,,,,,
mda\03-evidence-chronology\MDA-014-fissure-1950.html,The Fissure in Conformity (1950–1960) — The Moral Decline of America,0,,,,,
mda\03-evidence-chronology\MDA-015-long-decline.html,Part 4: The Long Decline (1900-1965) — The Moral Decline of America,0,,,,,
mda\03-evidence-chronology\MDA-017-unraveling-1960.html,1960–1967: The Unraveling — The Moral Decline of America,0,,,,,
mda\03-evidence-chronology\MDA-018-great-decoupling-1968.html,The Great Decoupling (1968–1973) — The Moral Decline of America,0,,,,,
mda\03-evidence-chronology\MDA-019-current-state-2024.html,2024–2025: The Current State — Where Coherence Still Lives,0,,,,,
mda\04-collapse-mechanisms\MDA-020-phase-transition.html,Part 5: The Phase Transition (1968-1973) — The Moral Decline of America,0,,,,,
mda\04-collapse-mechanisms\MDA-021-anatomy-of-phase-transition.html,The Anatomy of a Phase Transition — The Moral Decline of America,0,,,,,
mda\04-collapse-mechanisms\MDA-022-cascade.html,Part 6: The Cascade (1973-2024) — The Moral Decline of America,0,,,,,
mda\04-collapse-mechanisms\MDA-023-coherence-cascade.html,The Coherence Cascade: Words Fail First,0,,,,,
mda\04-collapse-mechanisms\MDA-024-semantic-collapse.html,The Semantic Precursor — How Language Fails First | Moral Decline of America (03/10),0,,,,,
mda\04-collapse-mechanisms\MDA-025-cognitive-decline.html,The Cognitive Decline — The Great SAT Score Turnover | Moral Decline of America (04/10),0,,,,,
mda\04-collapse-mechanisms\MDA-026-spiritual-collapse.html,The Spiritual & Psychological Collapse | Moral Decline of America (05/10),0,,,,,
mda\04-collapse-mechanisms\MDA-027-signal-went-dark.html,The Signal Went Dark — Institutional Truth Collapse | Moral Decline of America (06/10),0,,,,,
mda\04-collapse-mechanisms\MDA-028-phantom-money.html,"Phantom Money, Phantom Morals — Economic Collapse | Moral Decline of America",0,,,,,
mda\04-collapse-mechanisms\MDA-029-observer-collapsed.html,The Observer Collapsed — Individual Identity Dissolution | Moral Decline of America,0,,,,,
mda\04-collapse-mechanisms\MDA-030-trinity-mechanism.html,The Trinity-Wave Collapse Mechanism — Theophysics,0,,,,,
mda\04-collapse-mechanisms\MDA-032-why-bad-is-easier.html,Why the Bad Is Easier Than the Good — The Moral Decline of America,0,,,,,
mda\04-collapse-mechanisms\MDA-033-entropic-society.html,"The Entropic Society — Technology, Obsolescence, and the Devaluation of American Moral Capital",0,,,,,
mda\04-collapse-mechanisms\MDA-034-technology-entropy.html,"The Entropic Society — Technology, Obsolescence, and Moral Decline",0,,,,,
mda\04-collapse-mechanisms\MDA-035-great-reconfiguration.html,The Great Reconfiguration — A Century of Structural Change in American Christianity,0,,,,,
mda\04-collapse-mechanisms\MDA-036-regulatory-impulse-1900.html,The Regulatory Impulse — Moral Foundation 1900–1910,0,,,,,
mda\05-amish-and-case-studies\MDA-042-amish-exception-THE-CLAIM.html,The Amish Exception — Decline Was Not Inevitable,0,,,,,
mda\05-amish-and-case-studies\MDA-043-amish-proof-THE-PROOF.html,The Amish Proof — A Control Group for Coherence | Moral Decline of America,0,,,,,
mda\05-amish-and-case-studies\MDA-044-amish-control-study-THE-METHOD.html,Amish vs. America: The Control Study — The Moral Decline of America,0,,,,,
mda\05-amish-and-case-studies\MDA-045-amish-control-group-THE-DATA.html,The Amish Anomaly — A Control Group for American Moral Decay,0,,,,,
mda\05-amish-and-case-studies\MDA-046-amish-demographics-THE-NUMBERS.html,Demographics & Growth — The Amish Ascension,0,,,,,
mda\05-amish-and-case-studies\MDA-047-amish-tech-filter-THE-FILTER.html,The Technological Filter — The Moral Decline of America,0,,,,,
mda\05-amish-and-case-studies\MDA-048-ordnung-algorithm-THE-MECHANISM.html,The Amish Ordnung as System Algorithm — The Moral Decline of America,0,,,,,
mda\05-amish-and-case-studies\MDA-049-coherence-factory-THE-SYNTHESIS.html,The Coherence Factory — The Moral Decline of America,0,,,,,
mda\05-amish-and-case-studies\MDA-051-korea-experiment.html,Part 8: The Korea Experiment — The Moral Decline of America,0,,,,,
mda\06-recovery-and-synthesis\MDA-052-individual-recovery.html,Part 9: Individual Recovery — The Moral Decline of America,0,,,,,
mda\06-recovery-and-synthesis\MDA-053-the-question.html,Part 10: The Question — The Moral Decline of America,0,,,,,
mda\06-recovery-and-synthesis\MDA-054-way-back.html,The Way Back — Recovery Physics | Moral Decline of America,0,,,,,
mda\90-appendices-and-source-packets\MDA-900-appendix-original-introduction.html,Introduction & FACTS Framework — The Moral Decline of America,0,,,,,
mda\90-appendices-and-source-packets\MDA-901-appendix-america-index.html,The Moral Decline of America — Series Index | Theophysics Institute,0,,,,,
mda\90-appendices-and-source-packets\MDA-902-appendix-trans-domain-analysis.html,The Moral Decline of America — A Trans-Domain Analysis,0,,,,,
mda\90-appendices-and-source-packets\MDA-903-appendix-series-home.html,Is America in Moral Decline? The Physics of Cultural Decoherence,0,,,,,
mda\90-appendices-and-source-packets\MDA-904-appendix-sample.html,The Moral Decline of America (1958–2025) — Sample,0,,,,,
mda\90-appendices-and-source-packets\MDA-905-appendix-timeline.html,Timeline of American Moral Decline — Historical Analysis (1900–Present),0,,,,,
mda\90-appendices-and-source-packets\MDA-906-appendix-93-year-floor.html,The 93-Year Floor | Theophysics,0,,,,,
mda\components\mtl-reader-bar.html,mtl-reader-bar,0,,,,,
mda\components\tp-pill-player-bar-snippet.html,tp-pill-player-bar-snippet,0,,,,,
mda\components\tp-pill-player-bar.html,tp-pill-player-bar,0,,,,,
mda\components\tp-pill-player.html,TP Pill-Strip Audio Player,0,,,,,
mda\index.html,Is America in Moral Decline? The Physics of Cultural Decoherence,0,,,,,
mda\reading-order.html,MDA Reading Order — Walk-Through Index,0,,,,,
media\index-kimi.html,Media Gallery — Theophysics,0,,,,,
media\index.html,"Theophysics Media — Images, Diagrams & Slide Decks",0,,,,,
moral-decline\00-entry-and-series-map\index.html,The Moral Decline of America,0,,,,,
moral-decline\00-entry-and-series-map\MDA-000-series-map.html,Series Map | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\index.html,The Lowe Family — Five Generations | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-001-story-introduction.html,An American Story | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-002-samuel-1900.html,When Distance Still Had Moral Weight | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-008-henry-1926.html,When Voices Entered the Home | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-012-william-1950.html,When Comfort Replaced Necessity | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-016-thomas-1974.html,When Freedom Became Exit | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-031-jacob-1998.html,When Place Disappeared | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-050-jacob-2025.html,When Constraint Had to Be Chosen | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\index.html,How to Measure a Moral System | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-003-measuring-moral-health.html,Can We Measure Moral Health? | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-006-research-method.html,How We Measure Decline | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-007-nine-domains.html,What America Is Made Of | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-037-biaxiosum-audit.html,The Biaxiosum Audit | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-038-coherence-metric.html,The Coherence Metric | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-039-physics-of-coherence.html,The Physics of Coherence | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-040-statistical-synthesis.html,Moral Decline by the Numbers | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\MDA-041-statistical-spine.html,The Statistical Spine | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\index.html,"America, Decade by Decade | Moral Decline of America",0,,,,,
moral-decline\03-evidence-chronology\MDA-005-empirical-evidence.html,The Empirical Evidence | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-009-the-1900-baseline.html,The 1900 Baseline | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-010-pre-modern-baseline.html,The Pre-Modern Baseline | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-011-collective-security-1930.html,The Age of Collective Security | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-013-peak-coherence-1940.html,The Crucible of Consensus | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-014-fissure-1950.html,The Fissure in Conformity | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-015-long-decline.html,The Long Decline | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-017-unraveling-1960.html,The Unraveling Begins | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-018-great-decoupling-1968.html,The Great Decoupling | Moral Decline of America,0,,,,,
moral-decline\03-evidence-chronology\MDA-019-current-state-2024.html,Where Coherence Still Lives | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\index.html,How the Systems Failed | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-020-phase-transition.html,When Decline Becomes Collapse | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-021-anatomy-of-phase-transition.html,Anatomy of a Phase Transition | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-022-cascade.html,The Cascade | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-023-coherence-cascade.html,The Coherence Cascade | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-024-semantic-collapse.html,Semantic Collapse | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-025-cognitive-decline.html,Cognitive System Stress | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-026-spiritual-collapse.html,The Spiritual and Psychological Collapse | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-027-signal-went-dark.html,The Signal Went Dark | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-028-phantom-money.html,"Phantom Money, Phantom Morals | Moral Decline of America",0,,,,,
moral-decline\04-collapse-mechanisms\MDA-029-observer-collapsed.html,The Observer Collapsed | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-030-trinity-mechanism.html,Trinity-Wave Collapse | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-032-why-bad-is-easier.html,Why the Bad Is Easier Than the Good | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-033-entropic-society.html,The Entropic Society | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-034-technology-entropy.html,Technology and Entropy | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-035-great-reconfiguration.html,The Great Reconfiguration | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-036-regulatory-impulse-1900.html,The Regulatory Impulse | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\index.html,The Control Group | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-042-amish-exception-THE-CLAIM.html,The Amish Exception | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-043-amish-proof-THE-PROOF.html,The Amish Control Case | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-044-amish-control-study-THE-METHOD.html,Amish vs. America | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-045-amish-control-group-THE-DATA.html,The Amish Anomaly | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-046-amish-demographics-THE-NUMBERS.html,Amish Demographics | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-047-amish-tech-filter-THE-FILTER.html,The Amish Tech Filter | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-048-ordnung-algorithm-THE-MECHANISM.html,The Ordnung Algorithm | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-049-coherence-factory-THE-SYNTHESIS.html,The Coherence Factory | Moral Decline of America,0,,,,,
moral-decline\05-amish-and-case-studies\MDA-051-korea-experiment.html,The Korea Experiment | Moral Decline of America,0,,,,,
moral-decline\06-recovery-and-synthesis\index.html,Is There a Way Back? | Moral Decline of America,0,,,,,
moral-decline\06-recovery-and-synthesis\MDA-052-individual-recovery.html,Individual Recovery | Moral Decline of America,0,,,,,
moral-decline\06-recovery-and-synthesis\MDA-053-the-question.html,The Question | Moral Decline of America,1,80,contains-title,O:\Vault\_ Theophysics_Case_for_Christ\_CANNON\06_NARRATIVE\THE QUESTION CHAIN.md,THE QUESTION CHAIN,80:O:\Vault\_ Theophysics_Case_for_Christ\_CANNON\06_NARRATIVE\THE QUESTION CHAIN.md
moral-decline\06-recovery-and-synthesis\MDA-054-way-back.html,The Way Back | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\index.html,Appendices & Source Packets | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\MDA-900-appendix-original-introduction.html,Appendix: Original Introduction | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\MDA-901-appendix-america-index.html,Appendix: America Index | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\MDA-902-appendix-trans-domain-analysis.html,Appendix: Trans-Domain Analysis | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\MDA-903-appendix-series-home.html,Appendix: Series Home | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\MDA-904-appendix-sample.html,Appendix: Sample | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\MDA-905-appendix-timeline.html,Appendix: Timeline | Moral Decline of America,0,,,,,
moral-decline\90-appendices-and-source-packets\MDA-906-appendix-93-year-floor.html,Appendix: The 93-Year Floor | Moral Decline of America,0,,,,,
moral-decline\index.html,Moral Decline of America — Faith thru Physics,0,,,,,
moral-decline\mda-01-introduction.html,Introduction & FACTS Framework — The Moral Decline of America,0,,,,,
moral-decline\mda-02-phase-transition.html,The Anatomy of a Phase Transition — The Moral Decline of America,0,,,,,
moral-decline\mda-03-semantic-collapse.html,The Semantic Precursor — How Language Fails First | Moral Decline of America (03/10),0,,,,,
moral-decline\mda-04-cognitive-decline.html,The Cognitive Decline — The Great SAT Score Turnover | Moral Decline of America (04/10),0,,,,,
moral-decline\mda-05-spiritual-collapse.html,The Spiritual & Psychological Collapse | Moral Decline of America (05/10),0,,,,,
moral-decline\mda-06-signal-went-dark.html,The Signal Went Dark — Institutional Truth Collapse | Moral Decline of America (06/10),0,,,,,
moral-decline\mda-07-phantom-money.html,"Phantom Money, Phantom Morals — Economic Collapse | Moral Decline of America",0,,,,,
moral-decline\mda-08-observer-collapsed.html,The Observer Collapsed — Individual Identity Dissolution | Moral Decline of America,0,,,,,
moral-decline\mda-09-amish-proof.html,The Amish Proof — A Control Group for Coherence | Moral Decline of America,0,,,,,
moral-decline\mda-10-way-back.html,The Way Back — Recovery Physics | Moral Decline of America,0,,,,,
moral-decline\mda-america.html,The Moral Decline of America — Series Index | Theophysics Institute,0,,,,,
moral-decline\mda-facts-paper.html,The Coherence Decay of American Society — FACTS Paper,0,,,,,
moral-decline\mda-of-america.html,The Moral Decline of America — A Trans-Domain Analysis,0,,,,,
moral-decline\mda-research-method.html,Research Method — The Moral Decline of America,0,,,,,
moral-decline\mda-SAMPLE.html,The Moral Decline of America (1958–2025) — Sample,0,,,,,
moral-decline\mda-technology-entropy-moral-decline.html,"The Entropic Society — Technology, Obsolescence, and Moral Decline",0,,,,,
moral-decline\mda-the-biaxiosum-audit.html,The Biaxiosum Audit — The Moral Decline of America,0,,,,,
moral-decline\mda-the-coherence-metric.html,The Coherence Metric — A Physics-Based Framework for Measuring Structural Integrity,0,,,,,
moral-decline\mda-the-empirical-evidence.html,The Empirical Evidence — The Moral Decline of America,0,,,,,
moral-decline\mda-the-entropic-society.html,"The Entropic Society — Technology, Obsolescence, and the Devaluation of American Moral Capital",0,,,,,
moral-decline\mda-the-great-reconfiguration.html,The Great Reconfiguration — A Century of Structural Change in American Christianity,0,,,,,
moral-decline\mda-the-regulatory-impulse-1900.html,The Regulatory Impulse — Moral Foundation 1900–1910,0,,,,,
moral-decline\mda-the-trinity-mechanism.html,The Trinity-Wave Collapse Mechanism — Theophysics,0,,,,,
moral-decline\mda-timeline-american-moral-decline.html,Timeline of American Moral Decline — Historical Analysis (1900–Present),0,,,,,
moral-decline\mda-why-the-bad-is-easier.html,Why the Bad Is Easier Than the Good — The Moral Decline of America,0,,,,,
moral-decline\NEWindex.html,The Moral Decline of America — Series Index,0,,,,,
moral-decline\stories\index.html,The Lowe Family Stories — Five Generations of American Decline,0,,,,,
moral-decline\stories\mda-COHERENCE_CASCADE.html,The Coherence Cascade: Words Fail First,0,,,,,
moral-decline\stories\mda-STATISTICAL_SYNTHESIS.html,The Moral Decay of America: Statistical Synthesis,0,,,,,
moral-decline\stories\mda-story-00-introduction.html,Introduction () -- The Moral Decline of America,0,,,,,
moral-decline\stories\mda-story-01-samuel-1900.html,Story 01: Samuel (1900) — The Moral Decline of America,0,,,,,
moral-decline\stories\mda-story-02-henry-1926.html,Part II: Henry (1926) -- The Moral Decline of America,0,,,,,
moral-decline\stories\mda-story-03-william-1950.html,Part III: William (1950) -- The Moral Decline of America,0,,,,,
moral-decline\stories\mda-story-04-thomas-1974.html,Part IV: Thomas (1974) -- The Moral Decline of America,0,,,,,
moral-decline\stories\mda-story-05-jacob-1998.html,Part V: Jacob (1998) -- The Moral Decline of America,0,,,,,
moral-decline\stories\mda-story-06-jacob-2025.html,Part VI: Jacob (2025) -- The Moral Decline of America,0,,,,,
mtl-admin\standalone-mtl-template.html,Standalone Series Page with MTL Layers,0,,,,,
one-page-stories\7q_explained.html,The 7Q Framework — Explained Through Physics,0,,,,,
one-page-stories\7q_reverse.html,The Reverse Method — Prove by Destruction,0,,,,,
one-page-stories\character-of-adversary-from-physics.html,The Character of the Adversary — Read from Physics,0,,,,,
one-page-stories\character-of-god-from-physics.html,The Character of God — Read from Physics,0,,,,,
one-page-stories\cover.html,Genesis to Quantum — Theophysics Research,0,,,,,
one-page-stories\everybodys-got-it-wrong.html,Everybody's Got It Wrong — Theophysics,0,,,,,
one-page-stories\Formalism.html,The Master Equation — A Mathematical Theory of Everything | Theophysics Research,0,,,,,
one-page-stories\genesis-quantum-event.html,Genesis as Quantum Event â The Measurement That Collapsed Reality,0,,,,,
one-page-stories\god-stories.html,Part XVI — The God Stories | Theophysics,0,,,,,
one-page-stories\heaven-hell-attractor-states.html,Heaven and Hell as Attractor States — Theophysics,0,,,,,
one-page-stories\holding-god-accountable.html,Holding God Accountable — Theophysics Research Program,0,,,,,
one-page-stories\index.html,Faith Through Physics,0,,,,,
one-page-stories\it-from-bit-from-logos.html,IT FROM BIT FROM LOGOS — Theophysics,0,,,,,
one-page-stories\no-drift-law-synthesis.html,No-Drift Law Synthesis — Theophysics Master Equation,0,,,,,
one-page-stories\salvation-algorithm.html,The Salvation Algorithm — A Six-Step Logical Chain,0,,,,,
one-page-stories\salvation-narrative-10-laws.html,The Salvation Narrative as 10-Law Phase Transition Sequence — Theophysics,0,,,,,
one-page-stories\salvation-phase-transition.html,Salvation Is a Phase Transition — Theophysics,0,,,,,
one-page-stories\Templeton\lean4-corpus.html,The Lean 4 Corpus — Theophysics Research Initiative,0,,,,,
one-page-stories\Templeton\templeton_briefing.html,Coherence as Cosmic Intelligence | Templeton 2026,0,,,,,
one-page-stories\Templeton\Test death 1.html,The Death Test — Logos Papers,0,,,,,
one-page-stories\Templeton\The Method and the Mystery.html,The Method and the Mystery — Theophysics Front Door,0,,,,,
one-page-stories\Templeton\The Watcher.html,The Watcher Problem — Why Reality Needs Three,0,,,,,
one-page-stories\Templeton\the-bilateral-audit-lean4.html,The Lean 4 Evidence Layer — Bilateral Audit Amendment,0,,,,,
one-page-stories\Templeton\the-bilateral-audit.html,The Bilateral Audit — Theophysics Research Initiative,0,,,,,
one-page-stories\ten-laws-full-treatment.html,The Ten Laws — Full Treatment | Theophysics,0,,,,,
one-page-stories\The Fracture Point.html,The Fracture Point: American Political Identity and the Shift from Policy to Tribal Alignment,0,,,,,
one-page-stories\the-24-anti-properties.html,The 24 Anti-Properties — What the Adversary Is Made Of,0,,,,,
one-page-stories\the-attack-surface.html,The Attack Surface — Theophysics,0,,,,,
one-page-stories\the-father-as-source-field.html,The Father as Source Field — Theophysics,0,,,,,
one-page-stories\the-floor-beneath-the-floor.html,The Floor Beneath the Floor | Theophysics,0,,,,,
one-page-stories\the-prism-paper.html,The Prism — Theophysics Research,0,,,,,
one-page-stories\the-same-equation.html,The Same Equation — Theophysics Visual Proof,0,,,,,
one-page-stories\The_Logos_Thesis_v3.html,The Logos Thesis — Theophysics,0,,,,,
one-page-stories\theophysics-blackboard_1.html,Theophysics Blackboard — Visual Sketch Generator,0,,,,,
one-page-stories\theophysics-the-full-explanation.html,Theophysics: The Full Explanation,0,,,,,
one-page-stories\trinity-grace.html,Trinity & Grace — Theophysics,0,,,,,
one-page-stories\we-ran-the-tests.html,We Ran the Tests — Theophysics,0,,,,,
one-page-stories\why-grace-from-outside.html,Why Grace Has to Come from Outside — Theophysics,0,,,,,
podcast\index.html,"The Theophysics Podcast — Physics, Theology & the Coherence Equation",0,,,,,
proof-architecture\index.html,The Proof Architecture — Series Index,0,,,,,
proof-architecture\pa-00-bundle-viewer.html,Theophysics Proof Bundle Viewer,0,,,,,
proof-architecture\pa-01-unavoidable-conclusion.html,The Unavoidable Conclusion: A Proof of God from First Principles,0,,,,,
proof-architecture\pa-02-foundation.html,Foundation Spine,0,,,,,
proof-architecture\pa-03-ontological-tree.html,The Ontological Decision Tree,0,,,,,
proof-architecture\pa-04-bifurcation.html,Bifurcation Chamber,0,,,,,
proof-architecture\pa-05-structural-isomorphism.html,The Structural Isomorphism — Proof by Architecture,0,,,,,
proof-architecture\pa-06-subsystems.html,Five Paired Subsystems,0,,,,,
proof-architecture\pa-07-closure.html,Closure Layer,0,,,,,
proof-architecture\pa-08-falsification.html,Falsification Court,0,,,,,
proof-architecture\pa-09-propagation-map.html,Substrate Propagation Map — Every Q2 Choice Through the Full Tree,0,,,,,
proof-architecture\pa-10-evidence.html,Convergence & Evidence,0,,,,,
proof-architecture\pa-11-testable-predictions.html,Testable Predictions | Logos Unified Field,0,,,,,
proof-architecture\pa-12-proof-explorer.html,Theophysics Proof Explorer — Canonical v2,0,,,,,
proof-architecture\pa-13-logical-framework.html,Theophysics Logical Framework v1,0,,,,,
proof-explorer\index.html,Proof Explorer — Theophysics,0,,,,,
proof-explorer\mda-grades.html,MDA Grade Registry — Proof Explorer,0,,,,,
proof-explorer\mda-proof-packet.html,Moral Decline of America — Series Proof Packet,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-001-story-introduction.html,Paper Intelligence: MDA-001-story-introduction,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-002-samuel-1900.html,Paper Intelligence: MDA-002-samuel-1900,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-003-measuring-moral-health.html,Paper Intelligence: MDA-003-measuring-moral-health,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-004-facts-framework.html,Paper Intelligence: MDA-004-facts-framework,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-005-empirical-evidence.html,Paper Intelligence: MDA-005-empirical-evidence,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-006-research-method.html,Paper Intelligence: MDA-006-research-method,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-007-nine-domains.html,Paper Intelligence: MDA-007-nine-domains,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-008-henry-1926.html,Paper Intelligence: MDA-008-henry-1926,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-009-the-1900-baseline.html,Paper Intelligence: MDA-009-the-1900-baseline,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-010-pre-modern-baseline.html,Paper Intelligence: MDA-010-pre-modern-baseline,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-011-collective-security-1930.html,Paper Intelligence: MDA-011-collective-security-1930,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-012-william-1950.html,Paper Intelligence: MDA-012-william-1950,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-013-peak-coherence-1940.html,Paper Intelligence: MDA-013-peak-coherence-1940,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-014-fissure-1950.html,Paper Intelligence: MDA-014-fissure-1950,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-015-long-decline.html,Paper Intelligence: MDA-015-long-decline,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-016-thomas-1974.html,Paper Intelligence: MDA-016-thomas-1974,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-017-unraveling-1960.html,Paper Intelligence: MDA-017-unraveling-1960,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-018-great-decoupling-1968.html,Paper Intelligence: MDA-018-great-decoupling-1968,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-019-current-state-2024.html,Paper Intelligence: MDA-019-current-state-2024,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-020-phase-transition.html,Paper Intelligence: MDA-020-phase-transition,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-021-anatomy-of-phase-transition.html,Paper Intelligence: MDA-021-anatomy-of-phase-transition,0,,,,,
proof-explorer\mda-scorecards\PI_MDA-022-cascade.html,Paper Intelligence: MDA-022-cascade,0,,,,,
