source_path,latex,latex_hash,has_worker_client
cross-domain/08-the-thermodynamics-of-grace.html,\Delta S,3d2f3a6e38be630538d01394c42aa44b961edf2112025081d0cb5ad795c2b0a8,True
cross-domain/08-the-thermodynamics-of-grace.html,\Delta S &lt; 0,919771ad8a773097d832d67544e7e8ce124e31c253e88b471a4fb3a74d7e8a8f,True
cross-domain/08-the-thermodynamics-of-grace.html,\mathcal{G},199ebfd1ee31bda34ba5e63d7d3930298a92981a19ea2788663caf007bf11df1,True
data-viz/ECONOMY_MONEY_RESEARCH_1967-2012.html,/oz)</td><td>35</td><td>35</td><td>35</td><td>35</td><td>35</td><td>65</td><td>97</td><td>1668</td><td>London Bullion Market; Federal Reserve Historical Rates (1967-2012)</td></tr><tr><td>Fed Balance Sheet (,52fee49b9099aba3aeb5a65bf22c700291be562306bd2bb7b26e1e4da798da55,False
data-viz/ECONOMY_MONEY_RESEARCH_1967-2012.html,B)</td><td>459</td><td>485</td><td>525</td><td>573</td><td>630</td><td>695</td><td>764</td><td>9841</td><td>Federal Reserve Statistical Release; FRED M2 Historical Data (1967-2012)</td></tr><tr><td>M2 Growth Rate (%)</td><td>6.8</td><td>5.7</td><td>8.2</td><td>9.1</td><td>10</td><td>10.3</td><td>11.4</td><td>5.7</td><td>Federal Reserve; BLS Monetary Aggregates (1967-2012)</td></tr><tr><td>CPI Inflation Rate (%)</td><td>2.8</td><td>4.3</td><td>5.5</td><td>5.8</td><td>4.3</td><td>3.3</td><td>6.2</td><td>2.1</td><td>BLS Consumer Price Index; Historical CPI Data (1967-2012)</td></tr><tr><td>Unemployment Rate (%)</td><td>3.8</td><td>3.6</td><td>3.5</td><td>4.9</td><td>5.9</td><td>5.6</td><td>4.9</td><td>8.1</td><td>BLS Current Population Survey; Unemployment Reports (1967-2012)</td></tr><tr><td>Median Real Wage Index</td><td>100</td><td>101.5</td><td>101.8</td><td>100.2</td><td>100.5</td><td>101.3</td><td>100.8</td><td>98.6</td><td>BLS Real Earnings; EPI Wage Analysis (1967-2012)</td></tr><tr><td>Productivity Index (1992=100)</td><td>52.8</td><td>54.2</td><td>54.8</td><td>54.2</td><td>55.1</td><td>56.7</td><td>57.3</td><td>102.5</td><td>BLS Productivity &amp; Labor Costs; FRED Nonfarm Business (1967-2012)</td></tr><tr><td>Federal Debt (,807aeaec0ebd1b4f2bfeaa9053b962a191b13ccfe288ea41fe6c9c156b82b0a3,False
data-viz/MORAL_TIMELINE_MASTER_RESEARCH_INTEGRATED.html,35/oz</td><td>,0aeb78793f2f2d9c32fed326cfce8bb0c8596e03be87b304758a9959f0cf2d0d,False
data-viz/MORAL_TIMELINE_MASTER_RESEARCH_INTEGRATED.html,97/oz</td><td>,539678f14023f8f9b6f179543877974643fef245705f5b1bb5cccae739fcb891,False
duality-project/dp-00-the-null-hypothesis.html,= f(\alpha),d8288889b7d05c487727f0a465df8a1790caea737194b0f2f38c31423af5e978,False
duality-project/dp-00-the-null-hypothesis.html,S \to \infty,04cd0c8e53b28406b84e196c7eb2c3ee26b8cdec29a141b1233fe4b1dcf2f739,False
duality-project/dp-00-the-null-hypothesis.html,\Delta O = 0,3ba6d5a0f0dd8278735938726d099c2b1003cd6406bb9808d390fb9eeac93dc7,False
duality-project/dp-00-the-null-hypothesis.html,\Omega,d6aef031749de4a79f450416826232dad5a75b90a0d538bd83fd60dc9a118ea2,False
duality-project/dp-00-the-null-hypothesis.html,\alpha,4893e9df8b5496ebe7a0f1c2cc92a39fb6df03085030e3b97cfcc4d45136db5a,False
duality-project/dp-01-candle-in-the-void.html,G = \lim_{\alpha \to 0} \; \Delta\Omega_{\text{thermal}},1ffadbf5dad828d9032a25955cfac6f66eef1f6930dbc4422686fec67f2636de,False
duality-project/dp-08-the-atonement-paradox.html,\infty - N = \infty,fa5bc419cd1dca6b1c077e64a367a9311f24e62ddbba257b8d7e9c701664b3f4,False
duality-project/dp-09-the-prototype-resurrection.html,T+3\text{ Days},db7358e9f0474886e32b6bfdd9d4d2b53dac9a814636fcf2387ba89a5d40e1cd,False
duality-project/dp-12-collective-negentropy.html,1 + 1 + 1\ldots = N,15f4a8e6fa26b4939021d08772243f545b09cfcd20fff0c7b3ebad931e715c05,False
duality-project/dp-12-collective-negentropy.html,12^2 = 144\times,d91f8075d2ecd5096ffef9a69fad0dd3160350b84cae6c8604848df6fa773213,False
duality-project/dp-12-collective-negentropy.html,N^2,20cba99e4019fcab21799c2071d97944ee3ceb1568b0cf59a15435049003203e,False
duality-project/dp-12-collective-negentropy.html,P_{\text{cluster}} = N^2,53b4e7ee9ac5fe868e69f72131c4968db0752f8170f57a37e1db5abf41ba27ae,False
duality-project/dp-17-angelic-backstory.html,T-\infty,221c6f4a6287d9ad3201964b981321ccfcf843abdfe9ebcbb3ca1a4a7250916d,False
duality-project/dp-18-prayer-quantum-chat.html,Z_{agent} = Z_{source},49158f304e8267d929d364f07d69e837f890d360b4ca9f70ca741eb890f92514,False
duality-project/dp-19-entropys-last-stand.html,\Omega,d6aef031749de4a79f450416826232dad5a75b90a0d538bd83fd60dc9a118ea2,False
duality-project/dp-19-entropys-last-stand.html,\alpha,4893e9df8b5496ebe7a0f1c2cc92a39fb6df03085030e3b97cfcc4d45136db5a,False
forge-proofs/01 unavoidable-conclusion-complete.html,{3 + Math.random() * 4}s ease-in-out infinite,c91690709e892ce8d28d4e000b7786a8d043296f5831f07affd02d928b395e1c,False
forge-proofs/01 unavoidable-conclusion-complete.html,"{Math.random() * 100}%;
                        animation: drift",2bb8f5f36aa82c5a5a1e0e7fb4e2b2546082b7afb0bd9c0c989ca80fd423de3f,False
forge-proofs/01 unavoidable-conclusion-complete.html,"{Math.random() * 100}%;
                        top:",b7bef5f474c5a422be2f9f44ab49577ba39e054d0f09ec7f8c72af9c1dc2a08a,False
forge-proofs/01 unavoidable-conclusion-complete.html,"{Math.random() * 100}%;
                    top:",f2775485ec7c3a96dea481e60cf18fe30907ac29e0bd6fa0d0662c5417d20963,False
forge-proofs/01 unavoidable-conclusion-complete.html,"{Math.random() * 3 + 1}px;
                        height:",281cd71ddc76620f61221f46bf34ef6862f7c7ec1f836bf6694c7b443119fc29,False
forge-proofs/01 unavoidable-conclusion-complete.html,"{Math.random() * 4 + 2}s ease-in-out infinite alternate;
                    `;
                    container.appendChild(star);
                }
            }

            // Create void particles for empty room
            function createVoidParticles() {
                const container = document.getElementById('voidParticles');
                if (!container) return;
                
                for (let i = 0; i &lt; 20; i++) {
                    const particle = document.createElement('div');
                    particle.style.cssText = `
                        position: absolute;
                        width: 2px;
                        height: 2px;
                        background: rgba(255, 255, 255, 0.1);
                        border-radius: 50%;
                        left:",89ea537a47a5552f42f52cb93b9e94e916743f72d0bde956ad72689091ad00ed,False
forge-proofs/structural-isomorphism.html,-S \cdot \chi(t),6645dfb025c0f44649b186437cef7c4beb417773c8131031f2c60ae2a9607a13,False
forge-proofs/structural-isomorphism.html,B_{\text{awareness}},446e736d968f2cb02c0657af7f4792b45f36f7fd41b64aaf2bd67f0ed1475651,False
forge-proofs/structural-isomorphism.html,C = 0,805e570ff01af2f3e24f373f99b41bedb170f21c4175f6dab497255c3c1cd303,False
forge-proofs/structural-isomorphism.html,C \to 1,980b8e8817bb33055cf8107b0d1cc5cc78c35358191ded2268e9507f0054603b,False
forge-proofs/structural-isomorphism.html,E = mc^2,2820951a377c18ce3e89093ca7c31c204b1196a7e571781c6080f8207524a8dc,False
forge-proofs/structural-isomorphism.html,E_{\text{sp}},9d74f3889b6f155e7ce5b340da71de81b850faf7e0e9ac5a8a894f5631d295e6,False
forge-proofs/structural-isomorphism.html,E_{\text{sp}} = m_{\text{faith}} \cdot c_{\text{logos}}^2,21c8b65294430e9dcd1c4bfe601bc4a6584c67f76fcd74ae8e286da4fed2a889,False
forge-proofs/structural-isomorphism.html,F = G\dfrac{m_1 m_2}{r^2},3745674400d379f4b0462dd3f0b10ff371438859a91621e94fc7f3169a35cd5a,False
forge-proofs/structural-isomorphism.html,F_{\text{sin}} = G_s \dfrac{m_{\text{self}} \cdot m_{\text{world}}}{r_{\text{proximity}}^2},140ff0ed14e59cefc924a9d5ae6f2b4defc6ef7c2f38c399090dcb7d255a792b,False
forge-proofs/structural-isomorphism.html,G_s,6bcb32fb1f100c0449a4c066c9a10b3d9813d261acd3812b1c027d842f72fbe7,False
forge-proofs/structural-isomorphism.html,G_{\mu\nu} + \Lambda g_{\mu\nu} = \dfrac{8\pi G}{c^4} T_{\mu\nu},1c7c75734955a53f940f46aa9734d95a2d42ac0ef017e960aaf25c970fe89e01,False
forge-proofs/structural-isomorphism.html,G_{\text{spiritual}} = -\dfrac{dS}{dt} \cdot \Phi_{\text{divine}},5894a2622fc0352961ca51f49778cfd8dc2c5c45271ead970cf96332502e7d82,False
forge-proofs/structural-isomorphism.html,H = -\sum p(x) \log_2 p(x),dac96678ac589e8bd8e7f51ad105baec7c7495f4155d5274bc59bf3b29ba6e5c,False
forge-proofs/structural-isomorphism.html,J_S,fc1ea437a4973404e61374e19015647d4a3fe1ee12cf5a496ac77b22b368a8b0,False
forge-proofs/structural-isomorphism.html,K_{\text{wisdom}},1fa2a6ef948d310ab1f43c3d7a66decf00121fc87d56ddf016d41a126dac4d65,False
forge-proofs/structural-isomorphism.html,K_{\text{wisdom}} = -\sum p(\omega) \log_2 p(\omega),624445b833881601cbd2bdd39f93f905cc24e7f05acf3b788cdf98659a356ef9,False
forge-proofs/structural-isomorphism.html,P(\text{actualization}) = |\langle \text{faith} | \psi_{\text{promise}} \rangle|^2,707aefac5c58399c81c50fd6eb09ed8087ff54753a60c5aaff7cf0b95851cce5,False
forge-proofs/structural-isomorphism.html,P(a_i) = |\langle a_i | \psi \rangle|^2,1db4c2f221b15df81f4021e810fed3f8372f79fbf058119e349a7171bb688d5e,False
forge-proofs/structural-isomorphism.html,S = k_B \ln \Omega,682da89fb92254bafa59dd9e976698257de05b3a733cf478b44d8e2794ebb3dc,False
forge-proofs/structural-isomorphism.html,S_{\text{spiritual}} = k_s \ln \Omega_{\text{accessible}},8467af91985028bb93f8f82ccca7514b968e3bf5c258316976c92e835f54c144,False
forge-proofs/structural-isomorphism.html,S_{\text{sp}},e426655544cbc9dcef675e6a0f382884ac22411fa9ebe10db886f98c764dd8ad,False
forge-proofs/structural-isomorphism.html,T_{\text{fallen}},4d8f59e37020378016eae05e9ad2bf9b60336a2234db77cc1f467e096adbc8c5,False
forge-proofs/structural-isomorphism.html,T_{\text{fallen}}: \dfrac{dS_{\text{spiritual}}}{dt} \geq 0,33e5699d0a616f5abb80a7af23c8edbc2cb226dbc67852d4603433bec47c495a,False
forge-proofs/structural-isomorphism.html,\Delta K \cdot \Delta W \geq \Lambda,249ac76669014ca071012dac4615999c0d5b5009d0bcc2fd7a23ca05fe2cb3e4,False
forge-proofs/structural-isomorphism.html,"\Delta K, \Delta W",c14f8e435b93c587b99e0455a643d5ce049ceec9e3b70fb632b5d14bbca804cf,False
forge-proofs/structural-isomorphism.html,"\Delta x \, \Delta p \geq \dfrac{\hbar(1-C)}{2}",ae38549b544da9811a3a10478b5bef30c6277572bd4595f570c3082d6927265d,False
forge-proofs/structural-isomorphism.html,"\Delta x, \Delta p",184ec70d3e487a0daa3a07a3f0ae14023f65e97a5b133a6135e8fad687dd1558,False
forge-proofs/structural-isomorphism.html,\Lambda_{\text{grace}},69234bac9fef8469b2fed11767950b2ee148d51efe8616eea720b6ca6d69736a,False
forge-proofs/structural-isomorphism.html,\Omega,d6aef031749de4a79f450416826232dad5a75b90a0d538bd83fd60dc9a118ea2,False
forge-proofs/structural-isomorphism.html,\Omega_{\text{acc}},348ddeeeb6c927b124164695ebc3c14908448f3d6702f74fb1137cce90e9871d,False
forge-proofs/structural-isomorphism.html,\Phi_{\text{divine}},f5109f31c837b3ba6f15e18c63a7d71029520489d85059a51a0e9c6941ebd74d,False
forge-proofs/structural-isomorphism.html,"\chi = \iiint (G \cdot M \cdot E \cdot S \cdot T \cdot K \cdot R \cdot Q \cdot F \cdot C)\, dx\, dy\, dt",de0189eb6fba19aeda8187aac3ca1fd0fdf3b03a8cec0bf6b6a450e1930321a9,False
forge-proofs/structural-isomorphism.html,\dfrac{dS}{dt} = \sigma - J_S,294fd0f5e4cede398f4a06acc89fe2a176dc88e53287b424f5e58e04e82e1f7e,False
forge-proofs/structural-isomorphism.html,\dfrac{dS}{dt} \geq 0,2ac04a0d4625ef5bdcc5bb6615c53b45796318d847617bfc5a72b3ef8b47c837,False
forge-proofs/structural-isomorphism.html,\hat{H}|\Psi\rangle = 0,30cf1c41d6e03cfeb687f0f3d375cd26b387fe611987d7f0771f3a65a2dae6b4,False
forge-proofs/structural-isomorphism.html,\hbar,a86ef458cc61e377412bd6c855ad591d857e0a4f1385f43b15fd1a6a33212a0d,False
forge-proofs/structural-isomorphism.html,\langle a_i|,a496f4dc02bea4c6921273ebe7c7763b2801e31cf0f38c5888338b54720fae37,False
forge-proofs/structural-isomorphism.html,\langle\text{faith}|,0d937c8cd28488954492323138f23f0f9251677f86b1e1eac6cfcdf872ea8387,False
forge-proofs/structural-isomorphism.html,\mathcal{C} = B \log_2\!\left(1 + \dfrac{S}{N}\right),ad972f0ce55442e6967ba3670d508aa45051fbd1a014bfe9da44652de217293d,False
forge-proofs/structural-isomorphism.html,\mathcal{C}_{\text{sp}} = B_{\text{awareness}} \log_2\!\left(1 + \dfrac{F}{D}\right),b4c03d1e4d284831346a77775781cba1ef37f14c594430f2c21792281ac8292e,False
forge-proofs/structural-isomorphism.html,"\mathcal{G}_{\mu\nu} + \Lambda_{\text{grace}}\, g_{\mu\nu} = \dfrac{8\pi G_s}{c_s^4}\, \mathcal{T}_{\mu\nu}",d5def6a50cfc715e5f2a2bd9d89d4844495886a10ff5916764327687b3de929e,False
forge-proofs/structural-isomorphism.html,\mathcal{T}_{\mu\nu},0fb393d2dbbbf3d523d8d892784aa36e806e9e9c851170ee21d909150ad86275,False
forge-proofs/structural-isomorphism.html,c_{\text{logos}},2d8bbf4579c90a1ff20ae8f9e9b43bb4aea4b396f69f95a9febd97cdfb639fda,False
forge-proofs/structural-isomorphism.html,c_{\text{logos}}^2,a6967154eb6cd9008e12312493e8240ad8b292c0f04765d931ba2ee52afa2f72,False
forge-proofs/structural-isomorphism.html,k_B,2d2ff320209998aed532037a2839db6102d030e6534286def46e4b67bd104c4c,False
forge-proofs/structural-isomorphism.html,k_s,a59a9d70d819a2cb3aac86cc0fca397561c32c2be3f5fed8ff22e11b5152a9d0,False
forge-proofs/structural-isomorphism.html,m_{\text{faith}},e832fcda6be24cd71d90ea5d94e9c104f76dab8e0395581bf3673f496dc863bc,False
forge-proofs/structural-isomorphism.html,m_{\text{self}},fcf0288830fab6d4a5b4e39531094a62dfdcf45f3d308361bd4a7e9fe3bc183d,False
forge-proofs/structural-isomorphism.html,p(\omega),027f3337f05f2c76de30a5fef0b5d6311e1d4ea1edc2349137259047934d5db7,False
forge-proofs/structural-isomorphism.html,p(x),1841916b64ed02323817c6107eed3e2ad0bd2f04f0180c27a7ed746588b2fd72,False
forge-proofs/structural-isomorphism.html,r_{\text{proximity}},764c7d299e904631c895280d9cf293697511f42e58d5b11cfe104ccd02495705,False
forge-proofs/structural-isomorphism.html,v_e = \sqrt{2GM/r},c1d540b71a5539319c8ff118da5ac197a8bb9c0d7a8ef8c33c9179a72295d23e,False
forge-proofs/structural-isomorphism.html,v_e = \sqrt{2G_s M_{\text{sin}}/r},dc96d75102b602a4d8e46abe3e797a103a4cda761fdbeb7eb42a34a37e4f5753,False
forge-proofs/structural-isomorphism.html,|\psi\rangle,43e0453225b24b1cb697fe62415a98dd140360d58ed1f282ef2355421ae46ac1,False
forge-proofs/structural-isomorphism.html,|\psi_{\text{promise}}\rangle,12fd6880e5eb7f94bec173ebd59e6a77203ff74a299388e6a121398ff8bfcb3b,False
formal-papers/01_foundations/paper_02.html,E = mc^2,2820951a377c18ce3e89093ca7c31c204b1196a7e571781c6080f8207524a8dc,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,T_c,0692c76d8494573e27ba98966fd49173c84c6a2d2663eb47b41b41c90cebe5e6,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,V(\phi) = -\mu^2\phi^2 + \lambda\phi^4,1c3a7e4d16d8ae59bf7bdd5fac2c51eec0e62a9949e5e148389e793b731ed117,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,\hat{K},87196cee6450837ece95a80bf9c41cf42e543e0d59bf93d4ffd91e05f279725e,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,\hat{K}|\Psi_{\text{superposition}}\rangle \to |\Psi_{\text{collapsed}}\rangle \quad \text{(Tree of Knowledge: measurement / collapse)},3939b6a570c393969e1970be40803cd56bc47c0f06fcab0c5f9e50d2b7859966,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,\hat{L},c8b3976034457a9a6c4d5416be2d08f48fdb080b715f8ef2dcc7035defd3d266,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,\hat{L}|\Psi_{\text{coherent}}\rangle \to |\Psi_{\text{sustained}}\rangle \quad \text{(Tree of Life: coherence maintenance)},a68b37d855a62719725060d26488757dbb3ff36775fd41eef0c9fba80e8902e4,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,\phi = 0,86c60ac4d77b2ff1ddae9ec3450e81adea9e9c6a9e46d4f3ed0ed9edcbbb5471,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,\phi = \pm\sqrt{\mu^2/2\lambda},180bcd9b25027927d2064951461cd29d295f4eb2bcde95c7d898fa69f8c4d50f,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,|\Psi_{\text{Eden}}\rangle = \alpha|\text{Obedience}\rangle + \beta|\text{Transgression}\rangle,658166eb5dfeac4b20aeab81ad1330373d42bddc14bcbeec0e56f5f47891c605,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,|\alpha|^2 + |\beta|^2 = 1,8c2d22a850360e7ea063dc0976d00a5dc1c0bc2184a241e66f5cde112cb7527f,False
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,|\psi\rangle,43e0453225b24b1cb697fe62415a98dd140360d58ed1f282ef2355421ae46ac1,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-01-finished.html,L_{LC} = \chi(t)\left(\frac{d}{dt}(G+M+E+S+T+K+R+Q+F+C)\right)^2 - S \cdot \chi(t),eed5e2adc8222b6b4d0629cbde3ad4c9a230c9c10c031166e5bc76f6e2be10ba,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-01-finished.html,P(\text{outcome}) = |\langle\psi|\phi\rangle|^2,fb1180d159d35b72980af514e44ca9c8f0a83ec29e48d3f047d81d7403312709,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-01-finished.html,|\Psi_{\text{moral}}\rangle = \alpha|Good\rangle + \beta|Evil\rangle,12131fd902b92bd45734b21cc7100ea1c7084d31884b740f60c404e5eb1b1c0e,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,I_f,997181a4d855ed8ff0b086f5138c9ce14dbf34900361f427e6738a54fbb8cb5d,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,I_f &lt; 1,05388c694108109f465afec4356e1427276f269ee13d12ccdf224872d8d01407,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,I_f = 1,b1118e61fe5bb20876bbe110225b9b6f48be1ef0e1ce0e06488a004029be1041,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,"I_f \;\equiv\; \frac{\text{specification received}}{\text{specification at source}} \;\in\; [0,\,1]",740548d149ca35a76ac9db3be739c6f835beb4a407975e24629e20fe4ace6e7c,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,\alpha,4893e9df8b5496ebe7a0f1c2cc92a39fb6df03085030e3b97cfcc4d45136db5a,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,|0\rangle,f4deb9161735ef9943fadb77f0fce1b1f8b147420238a7cb099771f32bcb6313,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,|1\rangle,9aef45eda98266373da010adae01bfc15d54c5978a1f250729648518bc3f4dbf,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,|Good\rangle + |Evil\rangle,4ac75e85ddb464d604a7c79f86cfffe34ac26936a5a7d247db55fa3b3c5d5b49,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,|\Psi_{\text{moral}}\rangle = \alpha|Good\rangle + \beta|Evil\rangle,12131fd902b92bd45734b21cc7100ea1c7084d31884b740f60c404e5eb1b1c0e,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,|\alpha|^2,f267f084ab93dc2c36ac0eba0b8e6d9d0974ac73f9e819a8f630ae6291343412,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,|\beta|^2,67c98c24a5de41152f430449c192265de3bbfbfae74a6623d0f7889b6ae4f13c,False
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,"|\psi\rangle = \alpha|0\rangle + \beta|1\rangle, \quad |\alpha|^2 + |\beta|^2 = 1",a763ba2d9d7880ab383cf7f131dfb1ea08830d0661f0876facd80d3d78173e91,False
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f,997181a4d855ed8ff0b086f5138c9ce14dbf34900361f427e6738a54fbb8cb5d,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f &lt; I_{threshold},45ab7efe52559192cc7688b26bcb587c769d09d25408be7abed2392c292c9bcc,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f = 1,b1118e61fe5bb20876bbe110225b9b6f48be1ef0e1ce0e06488a004029be1041,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f \geq I_{\text{threshold}},5c7f75a613726909bb1098ca8e1d92e2ca0032ad7193dbebfc3aea06b0b3db92,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f \geq I_{threshold},2cacdb338e12435449da0bd01b0be1a4a5bb87f19d0321f9166f585909058abb,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f \ll 1,a0a95c80134161174419582cce59e099e4798c1d9bb4127971063d570d178500,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f^{\text{Adam}} = 1,9336bced4232657560a6db55960f4aa0c2dbf52e03df90f029758d41ecd079d6,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f^{\text{Adam}} = 1 \geq I_{\text{threshold}},e430db4e161b87038ffb40fca5229e31bc4fe0cfd46363bfb03d5fb2b716bf8d,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f^{\text{Adam}} = 1 \text{ (direct from Source)},1ff488e5309ecf4a62d12377942b1e256000f2ab59b9c5ae40bfbd95a622c442,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f^{\text{Eve}} &lt; I_{\text{threshold}},042c410c28e48d808102b486376e9cf8f88c4a92f191c0cf5ad8247f07212d17,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,I_f^{\text{Eve}} = I_{\text{direct}} - \Delta I_{\text{noise}},6d78f2a82eeb7463f6e84f49fd53679f9f44026b56a5ce32264ca70670ebcc91,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,M_0,a66db8ec4f89a9e79928a0d745320430c338663214d2852c676e218bc400cdda,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,M_{\text{eff}} = M_0 \cdot I_f,ee0605d90cbb33b7b5bcf882fdfc2fc3c819394afb74ead0494641772f2e66fa,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,\Delta I_{\text{noise}},4da5552f36a2941908af1ff0578b9ad9f8d491d747210964603a5cd845642a36,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,\Psi_{\text{subsystem}} \to \text{Collapse}_{\text{non-local}} \text{ if } I_f(\text{head}) \geq I_{\text{threshold}},ea4c09f09d1c7a45086705cd2fdbc21f9a4fb8066116a6eecfda844d82d44b69,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,"\chi = \iiint(G \cdot M \cdot E \cdot S \cdot T \cdot K \cdot R \cdot Q \cdot F \cdot C)\,dx\,dy\,dt",22dd060b3312d6ff105a388ad608db625888a9cf9f87186035d4ffa1879f0334,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,\chi_{\text{restored}} = \text{Measure}_{\text{Christ}}(\chi_{\text{collapsed}}) \text{ where } I_f^{\text{Christ}} = 1,50ccdd43f065755e6d9d616b2587d3335c44c0184a6346d7df272e6782f8e576,True
genesis-to-quantum/gtq-01a-collapse-threshold.html,\text{System collapse} \iff I_f \geq I_{\text{threshold}},b9fb027a0777e59a37233ca833a6fa7dc25e86cba011fdb529d78c6ba444d564,True
genesis-to-quantum/gtq-02-collapse-threshold.html,I_f,997181a4d855ed8ff0b086f5138c9ce14dbf34900361f427e6738a54fbb8cb5d,True
genesis-to-quantum/gtq-02-collapse-threshold.html,I_f = 1,b1118e61fe5bb20876bbe110225b9b6f48be1ef0e1ce0e06488a004029be1041,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,(1-C),bec8cf371ddf0550f2d5780e44685dabafe06f0abaf7c5d54a1e5ff729b1e23b,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,-SC,13e24dc583dbe388a6d7f5198417b8146d32d93e8269675890e767f4586535b7,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C = 0,805e570ff01af2f3e24f373f99b41bedb170f21c4175f6dab497255c3c1cd303,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C \approx 1,e9e92e7a35f540ba545cd6cdd96029220c95b34bcc36857191bd18f44733b62b,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,"C \in [0,1]",f9a641b30e48a5df7e5bd550abd7d769b44f1b04ae6090b2bb064ce0c1c65979,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C \ll 1,12c76ec681d50caf16a3ce9f521fccab8d4ac989f8036dba400ca5025c6fcdc7,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C \to 0,ca44a37b42364edb99a5f5387b2dc7e8df5c30d7c8b31707baca5c93a694f986,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^*,6023b95954c36f1dcdbb802d533e4f6eadd45980d46af0603eb66d2f55044278,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* &gt;,e0f875611b8a309424f869ed01078dce2b3cb244c01233066996e7815f932afb,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* = 0,2e73909cb8535ae4060b79af449cf94dc71aa92f2db73561d6e3b4ed1fc5a945,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* = 0.33,1bb0edaa827189f55ceb45b73bfd4b9513b66817a7b67d1c70bf24e5600549f9,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* = 0.5,76283ff3b2c95e76a8d454a74f396793edfea5ee1da4f310b2cee01b6175e1ed,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* = G/(G+S),01d41daea6e6852916d6af03c1081a9cffece33107272cdd9da382fd00220fb8,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* = OG / (OG + S),1dff5fe46d7a720cd4f69717cf897be588e1f47c2eb76f3f5e3b73f11581b767,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* = \frac{G}{G + S},d58d507851919fbba7d0e2b7be67d502ed25c6c549025fe93d182eb2350263c9,True
genesis-to-quantum/gtq-03-free-will-two-frames.html,C^* = \frac{O \cdot G}{O \cdot G + S},a715007795aced2faf2ae9092496a24127cd930828961db69c32a324ee2d7ff6,True
