source_path,has_worker_client,equation_count,found_count,missing_count,status,missing_sample
consciousness/consciousness-evidence-predictions-wrapped.html,True,4,1,3,partial_coverage,U(t) | U_0 | t_0
consciousness/consciousness-evidence-predictions.html,True,4,1,3,partial_coverage,U(t) | U_0 | t_0
genesis-to-quantum/CODEX_BUILD/examples/gtq-01-finished.html,False,4,1,3,db_ready_but_page_not_wired,|\Psi_{\text{moral}}\rangle = \alpha|Good\rangle + \beta|Evil\rangle | P(\text{outcome}) = |\langle\psi|\phi\rangle|^2 | L_{LC} = \chi(t)\left(\frac{d}{dt}(G+M+E+S+T+K+R+Q+F+C)\right)^2 - S \cdot \chi(t)
Introduction to Theophysics/08-the-thermodynamics-of-grace.html,False,3,0,3,page_not_wired_and_no_matches,\Delta S | \mathcal{G} | \Delta S &lt; 0
cross-domain/08-the-thermodynamics-of-grace.html,True,3,0,3,worker_client_but_zero_matches,\Delta S | \mathcal{G} | \Delta S &lt; 0
genesis-to-quantum/gtq-12-trinity-mechanism.html,True,3,0,3,worker_client_but_zero_matches,|\psi\rangle | |\phi\rangle | |\cdot|^2
genesis-to-quantum/gtq-15-reality-needs-three.html,True,3,0,3,worker_client_but_zero_matches,|\psi\rangle | |\phi\rangle | |\cdot|^2
isomorphism/iso-037_beer_lambert.html,False,3,0,3,page_not_wired_and_no_matches,"20 at 3% Through 30 Transactions</div>

          <div class=""equation-block"" style=""margin-bottom:1rem;"">
            <div class=""eq-label"">Given</div>
            <div class=""equation"">P&#x2080; = | 8.09 remaining</div>
          </div>

          <div class=""equation-block"" style=""margin-bottom:1rem;"">
            <div class=""eq-label"">Beer-Lambert Approximation Check</div>
            <div class=""equation"">I(x) = 20 &times; e<sup>&minus;0.03 &times; 30</sup>
      = 20 &times; e<sup>&minus;0.90</sup>
      = 20 &times; 0.4066
      = | 11.91 extracted."
mda/02-method-and-metrics/MDA-004-facts-framework-academic.html,True,3,0,3,worker_client_but_zero_matches,"\chi_i(t) = \frac{X_i(t) - X_{i,\min}}{X_{i,\max} - X_{i,\min}} | \chi(t) = \chi_0 \cdot e^{-\lambda(t - t_0)} + A \sin(\omega t + \phi) + C | \frac{\partial \rho}{\partial t} = -i[H, \rho] + \sum_k \gamma_k \left( L_k \rho L_k^\dagger - \frac{1}{2}\{L_k^\dagger L_k, \rho\} \right)"
mda/02-method-and-metrics/MDA-004-facts-framework.html,True,3,0,3,worker_client_but_zero_matches,"\chi_i(t) = \frac{X_i(t) - X_{i,\min}}{X_{i,\max} - X_{i,\min}} | \chi(t) = \chi_0 \cdot e^{-\lambda(t - t_0)} + A \sin(\omega t + \phi) + C | \frac{\partial \rho}{\partial t} = -i[H, \rho] + \sum_k \gamma_k \left( L_k \rho L_k^\dagger - \frac{1}{2}\{L_k^\dagger L_k, \rho\} \right)"
mda/02-method-and-metrics/MDA-038-coherence-metric-academic.html,True,3,0,3,worker_client_but_zero_matches,"\chi \approx |P - P_c|^{\beta} | 1.00</span> (1971) to <span class=""font-mono text-accent font-bold""> | 1.00 became"
mda/02-method-and-metrics/MDA-038-coherence-metric.html,True,3,0,3,worker_client_but_zero_matches,"\chi \approx |P - P_c|^{\beta} | 1.00</span> (1971) to <span class=""font-mono text-accent font-bold""> | 1.00 became"
mda/02-method-and-metrics/MDA-040-statistical-synthesis-academic.html,True,3,0,3,worker_client_but_zero_matches,"42K</div>
<div class=""label"">Median Income (2024 | 197B</div>
<div class=""label"">Consumer Credit</div>
<div class=""change up"">Debt Rising</div>
</div>
<div class=""stat-card"">
<div class=""value"">5.6%</div>
<div class=""label"">Unemployment</div>
<div class=""change down"">Stagflation</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Technology Saturation</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">6+</div>
<div class=""label"">TV Hours/Day</div>
<div class=""change down"">Always On</div>
</div>
<div class=""stat-card"">
<div class=""value"">50%</div>
<div class=""label"">Homes with Color TV</div>
<div class=""change up"">From 0% in 1960</div>
</div>
<div class=""stat-card"">
<div class=""value"">98%</div>
<div class=""label"">Homes with TV</div>
<div class=""change up"">Universal</div>
</div>
<div class=""stat-card"">
<div class=""value"">Cable</div>
<div class=""label"">Emerging</div>
<div class=""change up"">Fragmentation Begins</div>
</div>
</div>
</div>
</div>
 1998: JACOB 
<div class=""generation"" id=""gen-1998"">
<h2>1998: Jacob Lowe</h2>
<div class=""era"">The Aftermath - Rich, Comfortable, Untethered</div>
<div class=""narrative"">
<p>The United States in 1998 combined unprecedented material prosperity with accelerating structural detachment from the constraint systems that had sustained prior coherence. The Cold War had ended with American ideological victory: the Soviet Union had dissolved (1991). Unemployment stood at 4.5%; the federal budget recorded its first surplus since 1969; equity markets were in the longest bull market in recorded history. President Clinton's impeachment proceedings — triggered by documented perjury regarding an extramarital relationship — did not produce the expected approval collapse. Public tolerance for the separation of institutional performance from personal moral conduct represented a documented normative boundary dissolution: private character and public trustworthiness were now evaluated independently.</p>
<p>Internet penetration had reached 26% of U.S. households by 1998 — early adoption phase, with AOL, Yahoo, and nascent e-commerce representing the accessible surface. The trajectory toward near-universal penetration was established but not yet apparent. The structural implication: the information scarcity that had previously disciplined curiosity and desire was eliminated. Any informational query became instantly answerable; any desire could identify enabling resources; the friction that had previously functioned as a behavioral constraint was being systematically removed.</p>
<p>Simultaneously, geographic constraints on social connection were dissolved: communication with any person, anywhere, became instantaneous and essentially costless. However, the elimination of connection scarcity did not produce equivalent relational depth; it produced breadth without depth — the structural condition Putnam (2000) identifies as 'thin' versus 'thick' social capital. The geographic constraints that had structured every prior generation's social identity were dissolving without replacement by alternative structural anchors. Jacob's family had been directly subject to the post-1970 divorce rate increase: parental dissolution at age five produced the residential instability and social discontinuity characteristic of his cohort. Geographic identity — 'where one is from' as a source of social embedding — had been replaced by the screen as the primary consistent environmental feature.</p>
</div>
<div class=""domain-section"">
<h3>Family Structure</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">4.0</div>
<div class=""label"">Divorce Rate (per 1,000)</div>
<div class=""change down"">+471% from 1900</div>
</div>
<div class=""stat-card"">
<div class=""value"">2.0</div>
<div class=""label"">Children per Woman</div>
<div class=""change down"">-43% from 1900</div>
</div>
<div class=""stat-card"">
<div class=""value"">27/25</div>
<div class=""label"">Marriage Age (M/F)</div>
<div class=""change up"">Delayed/Skipped</div>
</div>
<div class=""stat-card"">
<div class=""value"">5.5M</div>
<div class=""label"">Cohabiting Couples</div>
<div class=""change down"">10x from 1970</div>
</div>
</div>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">33%</div>
<div class=""label"">Non-Marital Births</div>
<div class=""change down"">From 5% in 1960</div>
</div>
<div class=""stat-card"">
<div class=""value"">25M</div>
<div class=""label"">Adults Living Alone</div>
<div class=""change down"">From 4M in 1950</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Society &amp; Faith</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">35%</div>
<div class=""label"">Weekly Church Attendance</div>
<div class=""change down"">-36% from Peak</div>
</div>
<div class=""stat-card"">
<div class=""value"">14%</div>
<div class=""label"">""No Religion""</div>
<div class=""change down"">From 2% in 1950</div>
</div>
<div class=""stat-card"">
<div class=""value"">566</div>
<div class=""label"">Violent Crime (per 100k)</div>
<div class=""change down"">+252% from 1960</div>
</div>
<div class=""stat-card"">
<div class=""value""> | )</div>
<div class=""change up"">Prosperity</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Economic Reality</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">6.5%</div>
<div class=""label"">Savings Rate</div>
<div class=""change down"">-51% from 1974</div>
</div>
<div class=""stat-card"">
<div class=""value"">"
mda/02-method-and-metrics/MDA-040-statistical-synthesis-easy.html,True,3,0,3,worker_client_but_zero_matches,"42K</div>
<div class=""label"">Median Income (2024 | 197B</div>
<div class=""label"">Consumer Credit</div>
<div class=""change up"">Debt Rising</div>
</div>
<div class=""stat-card"">
<div class=""value"">5.6%</div>
<div class=""label"">Unemployment</div>
<div class=""change down"">Stagflation</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Technology Saturation</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">6+</div>
<div class=""label"">TV Hours/Day</div>
<div class=""change down"">Always On</div>
</div>
<div class=""stat-card"">
<div class=""value"">50%</div>
<div class=""label"">Homes with Color TV</div>
<div class=""change up"">From 0% in 1960</div>
</div>
<div class=""stat-card"">
<div class=""value"">98%</div>
<div class=""label"">Homes with TV</div>
<div class=""change up"">Universal</div>
</div>
<div class=""stat-card"">
<div class=""value"">Cable</div>
<div class=""label"">Emerging</div>
<div class=""change up"">Fragmentation Begins</div>
</div>
</div>
</div>
</div>
 1998: JACOB 
<div class=""generation"" id=""gen-1998"">
<h2>1998: Jacob Lowe</h2>
<div class=""era"">The Aftermath - Rich, Comfortable, Untethered</div>
<div class=""narrative"">
<p>America in 1998 was rich, comfortable, and untethered. The Cold War was over. The Soviet Union had collapsed. The stock market was booming. Unemployment sat at 4.5%. The federal budget was running a surplus. Bill Clinton was being impeached for lying about an affair — and his approval ratings barely moved. The country had learned to separate public performance from private life. Just another boundary erased.</p>
<p>The internet was emerging. AOL, Yahoo, early Amazon. Twenty-six percent of households had access. By 2024, the question would be meaningless — the internet as common as electricity. Any question answered instantly. Any desire finding an outlet. You could talk to anyone, anywhere, anytime. Connection had never been easier.</p>
<p>But infinite connection was not the same as depth. Jake's parents divorced when he was five. He shuttled between states — different schools, different neighborhoods. He didn't know where he was from. Home was wherever the screen was glowing.</p>
</div>
<div class=""domain-section"">
<h3>Family Structure</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">4.0</div>
<div class=""label"">Divorce Rate (per 1,000)</div>
<div class=""change down"">+471% from 1900</div>
</div>
<div class=""stat-card"">
<div class=""value"">2.0</div>
<div class=""label"">Children per Woman</div>
<div class=""change down"">-43% from 1900</div>
</div>
<div class=""stat-card"">
<div class=""value"">27/25</div>
<div class=""label"">Marriage Age (M/F)</div>
<div class=""change up"">Delayed/Skipped</div>
</div>
<div class=""stat-card"">
<div class=""value"">5.5M</div>
<div class=""label"">Cohabiting Couples</div>
<div class=""change down"">10x from 1970</div>
</div>
</div>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">33%</div>
<div class=""label"">Non-Marital Births</div>
<div class=""change down"">From 5% in 1960</div>
</div>
<div class=""stat-card"">
<div class=""value"">25M</div>
<div class=""label"">Adults Living Alone</div>
<div class=""change down"">From 4M in 1950</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Society &amp; Faith</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">35%</div>
<div class=""label"">Weekly Church Attendance</div>
<div class=""change down"">-36% from Peak</div>
</div>
<div class=""stat-card"">
<div class=""value"">14%</div>
<div class=""label"">""No Religion""</div>
<div class=""change down"">From 2% in 1950</div>
</div>
<div class=""stat-card"">
<div class=""value"">566</div>
<div class=""label"">Violent Crime (per 100k)</div>
<div class=""change down"">+252% from 1960</div>
</div>
<div class=""stat-card"">
<div class=""value""> | )</div>
<div class=""change up"">Prosperity</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Economic Reality</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">6.5%</div>
<div class=""label"">Savings Rate</div>
<div class=""change down"">-51% from 1974</div>
</div>
<div class=""stat-card"">
<div class=""value"">"
moral-decline/mda-the-coherence-metric.html,True,3,0,3,worker_client_but_zero_matches,"\chi \approx |P - P_c|^{\beta} | 1.00</span> (1971) to <span class=""font-mono text-accent font-bold""> | 1.00 became"
moral-decline/stories/mda-STATISTICAL_SYNTHESIS.html,True,3,0,3,worker_client_but_zero_matches,"42K</div>
<div class=""label"">Median Income (2024 | 197B</div>
<div class=""label"">Consumer Credit</div>
<div class=""change up"">Debt Rising</div>
</div>
<div class=""stat-card"">
<div class=""value"">5.6%</div>
<div class=""label"">Unemployment</div>
<div class=""change down"">Stagflation</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Technology Saturation</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">6+</div>
<div class=""label"">TV Hours/Day</div>
<div class=""change down"">Always On</div>
</div>
<div class=""stat-card"">
<div class=""value"">50%</div>
<div class=""label"">Homes with Color TV</div>
<div class=""change up"">From 0% in 1960</div>
</div>
<div class=""stat-card"">
<div class=""value"">98%</div>
<div class=""label"">Homes with TV</div>
<div class=""change up"">Universal</div>
</div>
<div class=""stat-card"">
<div class=""value"">Cable</div>
<div class=""label"">Emerging</div>
<div class=""change up"">Fragmentation Begins</div>
</div>
</div>
</div>
</div>
 1998: JACOB 
<div class=""generation"" id=""gen-1998"">
<h2>1998: Jacob Lowe</h2>
<div class=""era"">The Aftermath - Rich, Comfortable, Untethered</div>
<div class=""narrative"">
<p>America was rich, comfortable, and completely untethered. The Cold War was over. The Soviet Union had collapsed. The stock market was booming. Unemployment at 4.5%. The federal budget running a surplus. Bill Clinton was being impeached for lying about an affair, and it wouldn't meaningfully damage his approval ratings. The country had learned to separate public performance from private morality. Just another boundary erased.</p>
<p>The internet was emerging. AOL, Yahoo, early Amazon. By 1998, 26% of households had access. By 2024, the question would be meaningless - the internet as ubiquitous as electricity. What it meant: information now infinite, any question answered instantly, any curiosity satisfied, any desire finding an outlet. And connection: you could talk to anyone, anywhere, at any time.</p>
<p>But infinite connection was not the same as depth. Infinite information was not wisdom. The geographic constraints that defined every previous generation were dissolving - but what would replace them? Jake didn't know where he was from. Not metaphorically - literally. His parents divorced when he was five. He shuttled between states, different schools, different neighborhoods. Home was wherever the screen was glowing.</p>
</div>
<div class=""domain-section"">
<h3>Family Structure</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">4.0</div>
<div class=""label"">Divorce Rate (per 1,000)</div>
<div class=""change down"">+471% from 1900</div>
</div>
<div class=""stat-card"">
<div class=""value"">2.0</div>
<div class=""label"">Children per Woman</div>
<div class=""change down"">-43% from 1900</div>
</div>
<div class=""stat-card"">
<div class=""value"">27/25</div>
<div class=""label"">Marriage Age (M/F)</div>
<div class=""change up"">Delayed/Skipped</div>
</div>
<div class=""stat-card"">
<div class=""value"">5.5M</div>
<div class=""label"">Cohabiting Couples</div>
<div class=""change down"">10x from 1970</div>
</div>
</div>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">33%</div>
<div class=""label"">Non-Marital Births</div>
<div class=""change down"">From 5% in 1960</div>
</div>
<div class=""stat-card"">
<div class=""value"">25M</div>
<div class=""label"">Adults Living Alone</div>
<div class=""change down"">From 4M in 1950</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Society &amp; Faith</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">35%</div>
<div class=""label"">Weekly Church Attendance</div>
<div class=""change down"">-36% from Peak</div>
</div>
<div class=""stat-card"">
<div class=""value"">14%</div>
<div class=""label"">""No Religion""</div>
<div class=""change down"">From 2% in 1950</div>
</div>
<div class=""stat-card"">
<div class=""value"">566</div>
<div class=""label"">Violent Crime (per 100k)</div>
<div class=""change down"">+252% from 1960</div>
</div>
<div class=""stat-card"">
<div class=""value""> | )</div>
<div class=""change up"">Prosperity</div>
</div>
</div>
</div>
<div class=""domain-section"">
<h3>Economic Reality</h3>
<div class=""stats-grid"">
<div class=""stat-card"">
<div class=""value"">6.5%</div>
<div class=""label"">Savings Rate</div>
<div class=""change down"">-51% from 1974</div>
</div>
<div class=""stat-card"">
<div class=""value"">"
consciousness/consciousness-coherence-bridge.html,True,12,10,2,partial_coverage,|\psi_{\text{after}}\rangle = \hat{P}<em>{C} |\psi</em>{\text{before}}\rangle | \hat{P}_{C}
Introduction to Theophysics/02-the-coherence-metric.html,False,4,2,2,db_ready_but_page_not_wired,"\chi = \int \Psi \times \Phi \times \Lambda \, dV | \Psi"
cross-domain/02-the-coherence-metric.html,True,4,2,2,partial_coverage,"\chi = \int \Psi \times \Phi \times \Lambda \, dV | \Psi"
genesis-to-quantum/gtq-15-why-reality-needs-three.html,True,4,2,2,partial_coverage,P = |\langle\psi|\phi\rangle|^2 | |\cdot|^2
convergence-deep/cdt-01-math-is-moral.html,False,2,0,2,page_not_wired_and_no_matches,"\chi = \iiint \left( G \cdot M \cdot E \cdot S \cdot T \cdot K \cdot R \cdot Q \cdot F \cdot C \right) dx\, dy\, dt | \frac{d\Phi}{dt} = \alpha I(\Psi) - \beta S(\Psi) + \hat{G}(t)"
data-viz/ECONOMY_MONEY_RESEARCH_1967-2012.html,False,2,0,2,page_not_wired_and_no_matches,B)</td><td>459</td><td>485</td><td>525</td><td>573</td><td>630</td><td>695</td><td>764</td><td>9841</td><td>Federal Reserve Statistical Release; FRED M2 Historical Data (1967-2012)</td></tr><tr><td>M2 Growth Rate (%)</td><td>6.8</td><td>5.7</td><td>8.2</td><td>9.1</td><td>10</td><td>10.3</td><td>11.4</td><td>5.7</td><td>Federal Reserve; BLS Monetary Aggregates (1967-2012)</td></tr><tr><td>CPI Inflation Rate (%)</td><td>2.8</td><td>4.3</td><td>5.5</td><td>5.8</td><td>4.3</td><td>3.3</td><td>6.2</td><td>2.1</td><td>BLS Consumer Price Index; Historical CPI Data (1967-2012)</td></tr><tr><td>Unemployment Rate (%)</td><td>3.8</td><td>3.6</td><td>3.5</td><td>4.9</td><td>5.9</td><td>5.6</td><td>4.9</td><td>8.1</td><td>BLS Current Population Survey; Unemployment Reports (1967-2012)</td></tr><tr><td>Median Real Wage Index</td><td>100</td><td>101.5</td><td>101.8</td><td>100.2</td><td>100.5</td><td>101.3</td><td>100.8</td><td>98.6</td><td>BLS Real Earnings; EPI Wage Analysis (1967-2012)</td></tr><tr><td>Productivity Index (1992=100)</td><td>52.8</td><td>54.2</td><td>54.8</td><td>54.2</td><td>55.1</td><td>56.7</td><td>57.3</td><td>102.5</td><td>BLS Productivity &amp; Labor Costs; FRED Nonfarm Business (1967-2012)</td></tr><tr><td>Federal Debt ( | /oz)</td><td>35</td><td>35</td><td>35</td><td>35</td><td>35</td><td>65</td><td>97</td><td>1668</td><td>London Bullion Market; Federal Reserve Historical Rates (1967-2012)</td></tr><tr><td>Fed Balance Sheet (
data-viz/MORAL_TIMELINE_MASTER_RESEARCH_INTEGRATED.html,False,2,0,2,page_not_wired_and_no_matches,35/oz</td><td> | 97/oz</td><td>
duality-project/dp-19-entropys-last-stand.html,False,2,0,2,page_not_wired_and_no_matches,\alpha | \Omega
genesis-to-quantum/gtq-02-collapse-threshold.html,True,2,0,2,worker_client_but_zero_matches,I_f | I_f = 1
genesis-to-quantum/gtq-08a-the-temporal-trap.html,True,2,0,2,worker_client_but_zero_matches,\text{Spatial Displacement: No } \Delta t \implies \text{No Return Corridor} | \text{Temporal Displacement: } \Delta t \text{ exists} \implies \text{Return to Pre-Fall State Possible}
genesis-to-quantum/gtq-09-decoherence-curve.html,True,2,0,2,worker_client_but_zero_matches,"C(t) = 337\, e^{-t/214} + 93 | G &gt; 0"
genesis-to-quantum/gtq-18-eraser-and-cross.html,True,2,0,2,worker_client_but_zero_matches,dt | |\cdot|^2
mda/01-story-thread/MDA-012-william-1950.html,True,2,0,2,worker_client_but_zero_matches,"3,300 (equivalent to ~ | 4,800 a year to start.</p>
<p>He turns it down.</p>
<p>Instead, he comes home. He takes a job at the bank in Richland - assistant manager,"
mda/02-method-and-metrics/MDA-038-coherence-metric-easy.html,True,2,0,2,worker_client_but_zero_matches,"1.00</span> (1971) to <span class=""font-mono text-accent font-bold""> | 1.00 became"
mda/05-amish-and-case-studies/MDA-044-amish-control-study-THE-METHOD.html,True,2,0,2,worker_client_but_zero_matches,"100k+</td><td class=""amish"">near zero</td><td class=""ratio"">∞</td></tr>
<tr><td class=""metric"">Net Worth (farmers)</td><td class=""usa"">variable</td><td class=""amish""> | 1M typical</td><td class=""ratio"">—</td></tr>
<tr><td class=""metric"">Education Spending / Child</td><td class=""usa"">"
moral-decline/05-amish-and-case-studies/MDA-043-amish-proof-THE-PROOF.html,True,2,0,2,worker_client_but_zero_matches,"100k+; Amish=Near zero; Ratio=∞</div>
<div class=""tp-source-provenance""><span class=""tp-source-file"">MORAL_AMERICA_CONSOLIDATED.xlsx</span><span class=""tp-source-sheet"">Core_Metrics</span><span class=""tp-source-cell"">A17</span></div>
<div class=""tp-source-original"" style=""font-size:.7rem;color:#9ca3af"">SOURCE: FBI UCR; NOTES: Peak early 1990s</div>
</div>
</li>
<li class=""tp-source-item close"" data-source-id=""src_044"">
<div class=""tp-source-num"">[44]</div>
<div class=""tp-source-content"">
<div class=""tp-source-text"">| Education Spending/Child | | 500/yr | 32x less | Spend 32x less on education, have 100% literacy. No welfare, no debt, thrivin</div>
<div class=""tp-source-provenance""><span class=""tp-source-file"">MDA_DOMAIN_MASTER_CANONICAL_1967-2012.xlsx</span><span class=""tp-source-sheet"">Master_By_Year</span><span class=""tp-source-cell"">X47,AD47,AH47,V47</span></div>
<div class=""tp-source-original"" style=""font-size:.7rem;color:#9ca3af"">AUTHORITY_TRUST_Trust_Government_Always_Most_SourceCitation: American National Election Studies (ANES) Trust Series; U o</div>
</div>
</li>
<li class=""tp-source-item close"" data-source-id=""src_045"">
<div class=""tp-source-num"">[45]</div>
<div class=""tp-source-content"">
<div class=""tp-source-text"">Metric=Education Spending/Child; Mainstream USA="
moral-decline/stories/mda-story-03-william-1950.html,True,2,0,2,worker_client_but_zero_matches,"3,300 (equivalent to ~ | 4,800 a year to start.</p>
<p>He turns it down.</p>
<p>Instead, he comes home. He takes a job at the bank in Richland - assistant manager,"
consciousness/consciousness-grace-source-term-wrapped.html,True,13,12,1,partial_coverage,"f_{\text{reg}}(\chi) = \chi_{\text{max}} - \chi \quad \text{for } \chi &lt; \chi_{\text{max}}, \quad 0 \text{ otherwise}"
consciousness/consciousness-parallel-laws.html,True,13,12,1,partial_coverage,M = \frac{|P_{\text{observed}} - P_{\text{expected}}|}{\sigma_{P}} &gt; k
consciousness/consciousness-coherence-bridge-wrapped.html,True,12,11,1,partial_coverage,\hat{P}_{C}
consciousness/consciousness-free-will-evil.html,True,2,1,1,partial_coverage,\Theta
