lookup_key,count,latex_samples,paths
chi,23,"['(-\\chi)', '\\chi', '□χ']","['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html', 'consciousness/consciousness-reality-assessment.html', 'consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'convergence-deep/cdt-02-the-maxwell-moment.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'convergence-deep/cdt-05-the-24-anti-properties.html', 'formal-papers/05_entropy_and_coherence/paper_10.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-01a-collapse-threshold.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-01a-collapse-threshold.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'genesis-to-quantum/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html', 'genesis-to-quantum/intro/gtq-01-measurement-collapsed-reality-N.html', 'revolution-of-truth/drv-03-the-cost-of-denial.html', 'revolution-of-truth/drv-04-the-key.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
v0e,2,['V_0 e^{-\\lambda\\chi}'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
fr,2,['f(R)'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
10chi2,2,['1 + \\xi\\kappa_0\\chi^2'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
12m2chi24chi4,2,['\\tfrac{1}{2}m^2\\chi^2 + \\tfrac{\\lambda}{4}\\chi^4'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
ds2dt2at2dx2,2,['ds^2 = -dt^2 + a(t)^2 d\\mathbf{x}^2'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
wchipchirhochi,2,['w_\\chi = p_\\chi/\\rho_\\chi'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
2vchi,2,['\\dot\\chi^2 \\ll V(\\chi)'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
wchi1,2,['w_\\chi \\approx -1 + \\varepsilon'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
wchigt1,2,['w_\\chi &gt; -1'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
w007,3,['w_0 \\approx -0.7'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html', 'consciousness/consciousness-reality-assessment.html']"
tmunutotaltmunuchitmunu,2,['T_{\\mu\\nu}^{(\\text{total})} = T_{\\mu\\nu}^{(\\chi)} + T_{\\mu\\nu}^{(\\xi)}'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
lint2rg,2,['\\mathcal{L}_{\\text{int}} \\supset -\\kappa\\chi^2 R\\sqrt{-g}'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
0chi2r202chi2r,2,['(\\xi\\kappa_0\\chi^2)R/(2\\kappa_0) = (\\xi/2)\\chi^2 R'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
2,20,"['\\lambda^2', '\\xi/2', '^{-2}', '|\\alpha|^2', '|\\cdot|^2']","['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html', 'consciousness/consciousness-reality-assessment.html', 'genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05a-trinity-mechanism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05b-trinity-timeline.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-06-why-reality-needs-three.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'genesis-to-quantum/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/gtq-05b-trinity-timeline.html', 'genesis-to-quantum/gtq-06-why-reality-needs-three.html', 'genesis-to-quantum/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/gtq-12-trinity-mechanism.html', 'genesis-to-quantum/gtq-15-reality-needs-three.html', 'genesis-to-quantum/gtq-15-why-reality-needs-three.html', 'genesis-to-quantum/gtq-18-eraser-and-cross.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
gcrfqs,3,"['\\kappa G \\cdot C \\cdot R(FQ)/(S+\\varepsilon)', '\\left(\\frac{\\kappa \\, G \\, C \\, R(FQ)}{S + \\epsilon}\\right)']","['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html', 'consciousness/consciousness-scientific-convergence.html']"
dchidtstifi,4,"['\\frac{d\\chi}{dt} = -\\alpha S(t) + \\beta\\left(\\sum_i \\mathcal{F}_i\\right)', '\\frac{d\\chi}{dt} = -\\alpha S(t) + \\beta\\sum_i \\mathcal{F}_i', 'd\\chi/dt = -\\alpha S(t) + \\beta(\\Sigma_i \\mathcal{F}_i)']","['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-grace-source-term.html', 'consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
stto,2,['S(t) \\to'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
fito,2,['\\mathcal{F}_i \\to'],"['consciousness/consciousness-chi-field-action-wrapped.html', 'consciousness/consciousness-chi-field-action.html']"
gmunu8pigc4tmunu,3,"['G_{\\mu\\nu} = \\frac{8\\pi G}{c^4} T_{\\mu\\nu}', 'G_{\\mu\\nu} = \\frac{8\\pi G}{c^4}T_{\\mu\\nu}']","['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
deltaxdeltapgehbar2,2,['\\Delta x \\cdot \\Delta p \\geq \\frac{\\hbar}{2}'],"['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html']"
icii,4,"['|\\psi\\rangle = \\sum_i c_i |\\phi_i\\rangle', '|\\psi\\rangle = \\sum_i c_i |\\psi_i\\rangle']","['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html', 'consciousness/consciousness-parallel-laws.html', 'revolution-of-truth/drv-01-the-architecture.html']"
deltaxdeltapgehbar1c2,8,"['\\Delta x \\, \\Delta p \\geq \\dfrac{\\hbar(1-C)}{2}', '\\Delta x \\cdot \\Delta p \\geq \\frac{\\hbar(1-C)}{2}']","['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html', 'forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
intvhbar1c2gc4tmunudv,2,['\\Omega = \\int_{V}\\left( \\frac{\\hbar(1-C)}{2} \\cdot \\frac{G}{c^4} \\cdot T_{\\mu\\nu} \\right) dV'],"['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html']"
beforeicii,2,['|\\psi_{\\text{before}}\\rangle = \\sum_i c_i |\\psi_i\\rangle'],"['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html']"
ccollectivei1nicii1nci,2,['C_{\\text{collective}} = \\sum_{i=1}^{n} \\alpha_i C_i + \\beta \\prod_{i=1}^{n} C_i'],"['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html']"
i1nici,2,['\\sum_{i=1}^{n} \\alpha_i C_i'],"['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html']"
i1nci,2,['\\beta \\prod_{i=1}^{n} C_i'],"['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html']"
chiintgmestkrqfcdxdydt,39,"['\\chi = \\iiint (G \\cdot M \\cdot E \\cdot S \\cdot T \\cdot K \\cdot R \\cdot Q \\cdot F \\cdot C) \\, dx \\, dy \\, dt', '\\chi = \\iiint (G \\cdot M \\cdot E \\cdot S \\cdot T \\cdot K \\cdot R \\cdot Q \\cdot F \\cdot C)\\, dx\\, dy\\, dt', '\\chi = \\iiint \\bigl(G \\cdot M \\cdot E \\cdot S \\cdot T \\cdot K \\cdot R \\cdot Q \\cdot F \\cdot C\\bigr)\\,dx\\,dy\\,dt', '\\chi = \\iiint \\left( G \\cdot M \\cdot E \\cdot S \\cdot T \\cdot K \\cdot R \\cdot Q \\cdot F \\cdot C \\right) dx\\, dy\\, dt', '\\chi = \\iiint(G \\cdot M \\cdot E \\cdot S \\cdot T \\cdot K \\cdot R \\cdot Q \\cdot F \\cdot C) \\, dx \\, dy \\, dt']","['MUST DO/all-blocks-showcase.html', 'Templates David/3333template-main.html', 'Templates David/template-main.html', 'consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html', 'consciousness/consciousness-reality-assessment.html', 'convergence-deep/cdt-01-math-is-moral.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'convergence-deep/cdt-04-the-map-that-drew-itself.html', 'convergence-deep/cdt-05-the-24-anti-properties.html', 'forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/CODEX_BUILD/examples/gtq-01-finished.html', 'genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html', 'genesis-to-quantum/CODEX_BUILD/template-main.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-01-measurement-collapsed-reality.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-01a-collapse-threshold.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-01-OPTION-A-bg-hero.html', 'genesis-to-quantum/gtq-01-OPTION-B-img-hero.html', 'genesis-to-quantum/gtq-01-measurement-collapsed-reality-N.html', 'genesis-to-quantum/gtq-01-measurement-collapsed-reality.html', 'genesis-to-quantum/gtq-01a-collapse-threshold.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-17-ran-the-numbers.html', 'genesis-to-quantum/intro/gtq-01-measurement-collapsed-reality-N.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'mda/04-collapse-mechanisms/MDA-030-trinity-mechanism.html', 'moral-decline/mda-the-trinity-mechanism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'revolution-of-truth/drv-00-the-argument.html', 'revolution-of-truth/drv-04-the-key.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html', 'work/one-page-stories-sprint/04-approved/theophysics-the-full-explanation.html', 'work/one-page-stories-sprint/04-approved/we-ran-the-tests.html']"
pc,2,['\\hat{P}_{C}'],"['consciousness/consciousness-coherence-bridge-wrapped.html', 'consciousness/consciousness-coherence-bridge.html']"
utu02tt07,2,['U(t) = U_0 \\cdot 2^{(t-t_0)/7}'],"['consciousness/consciousness-evidence-predictions-wrapped.html', 'consciousness/consciousness-evidence-predictions.html']"
ut,4,"['U(t)', 'u(t)']","['consciousness/consciousness-evidence-predictions-wrapped.html', 'consciousness/consciousness-evidence-predictions.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html']"
u0,2,['U_0'],"['consciousness/consciousness-evidence-predictions-wrapped.html', 'consciousness/consciousness-evidence-predictions.html']"
t0,6,"['t=0', 't_0', '∇_β T^{αβ} = 0']","['consciousness/consciousness-evidence-predictions-wrapped.html', 'consciousness/consciousness-evidence-predictions.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html']"
mchi2chi30chirjgracex,2,['\\Box\\chi - m_\\chi^2\\chi - \\lambda\\chi^3 + \\xi\\kappa_0\\chi R = J_{\\text{grace}}(x)'],"['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
sschiclosedssourceschiclosedintd4xgjxchix,2,"['S = S_\\chi[\\text{closed}] + S_{\\text{source}} = S_\\chi[\\text{closed}] + \\int d^4x \\sqrt{-g}\\, J(x)\\,\\chi(x)']","['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
chihchistifi,2,['\\dot{\\chi} + H\\chi = -\\alpha S(t) + \\beta\\sum_i \\mathcal{F}_i'],"['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
gmunugtpsicollectivegmunu8pigc4tmunu,2,"['G_{\\mu\\nu} + \\mathcal{G}(t, \\Psi_{\\text{collective}}) \\cdot g_{\\mu\\nu} = \\frac{8\\pi G}{c^4} T_{\\mu\\nu}']","['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
jgracexgphixslocalxfregchi,2,['J_{\\text{grace}}(x) = \\frac{\\beta_G \\cdot \\Phi(x)}{S_{\\text{local}}(x) + \\varepsilon} \\cdot f_{\\text{reg}}(\\chi)'],"['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
fregchichimaxchiforchiltchimax0otherwise,2,"['f_{\\text{reg}}(\\chi) = \\chi_{\\text{max}} - \\chi \\quad \\text{for } \\chi &lt; \\chi_{\\text{max}}, \\quad 0 \\text{ otherwise}']","['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
jlogoslgcrfqs,2,['J_{\\text{Logos}} = \\frac{\\kappa_L \\cdot G \\cdot C \\cdot R \\cdot (F \\cdot Q)}{S + \\varepsilon}'],"['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
jgracex,2,['J_{\\text{grace}}(x)'],"['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
jgrace,7,"['J_\\text{grace}', 'J_{\\text{grace}}', 'J_{grace}']","['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/gtq-05-the-substrate-fractured.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html']"
jgracelej,2,"['\\|J_{\\text{grace}}\\| \\leq J_{\\max}', '|J_{\\text{grace}}| \\leq J_{\\max}']","['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
j,3,"['J_{\\max}', '\\mathbf{J}']","['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html', 'convergence-deep/cdt-02-the-maxwell-moment.html']"
gtpsicollective,2,"['\\mathcal{G}(t, \\Psi_{\\text{collective}})']","['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
jgracegphisfreg,2,['J_{\\text{grace}} = \\beta_G \\cdot \\Phi / (S + \\varepsilon) \\cdot f_{\\text{reg}}'],"['consciousness/consciousness-grace-source-term-wrapped.html', 'consciousness/consciousness-grace-source-term.html']"
dedtdtcpsichi,5,"['\\frac{dE}{dt} = -\\alpha D(t) + \\beta C(\\Psi, \\chi)']","['consciousness/consciousness-grace-source-term.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'convergence-deep/cdt-04-the-map-that-drew-itself.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05a-trinity-mechanism.html']"
chigt0,3,"['\\chi &gt; 0', '\\chi(\\infty) &gt; 0', '\\dot{\\chi} &gt; 0']","['consciousness/consciousness-grace-source-term.html', 'convergence-deep/cdt-05-the-24-anti-properties.html', 'revolution-of-truth/drv-00-the-argument.html']"
vchi0,2,"[""V''(\\chi_0)"", ""\\Box\\chi + V'(\\chi) = 0""]","['consciousness/consciousness-grace-source-term.html', 'consciousness/consciousness-reality-assessment.html']"
chi0,12,"['\\chi = 0', '\\dot{\\chi} = 0', '\\nabla \\cdot \\chi = 0']","['consciousness/consciousness-grace-source-term.html', 'consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html', 'convergence-deep/cdt-05-the-24-anti-properties.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05a-trinity-mechanism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05c-why-physics-is-broken-in-two.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-06-why-reality-needs-three.html', 'genesis-to-quantum/gtq-05a-trinity-mechanism.html', 'genesis-to-quantum/gtq-06-why-reality-needs-three.html', 'mda/04-collapse-mechanisms/MDA-030-trinity-mechanism.html', 'moral-decline/mda-the-trinity-mechanism.html']"
wz,2,['w(z)'],"['consciousness/consciousness-grace-source-term.html', 'consciousness/consciousness-reality-assessment.html']"
slocal,2,"['S_{\\text{local}}', 'S_{local}']","['consciousness/consciousness-grace-source-term.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html']"
dt,13,"['-\\alpha D(t)', 'D(t)', 'dt']","['MUST DO/facts-card-component.html', 'consciousness/consciousness-grace-source-term.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05a-trinity-mechanism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'genesis-to-quantum/gtq-05a-trinity-mechanism.html', 'genesis-to-quantum/gtq-08-day-time-began.html', 'genesis-to-quantum/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/gtq-18-eraser-and-cross.html', 'genesis-to-quantum/gtq-19-temporal-trap.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
cpsichi,3,"['C(\\Psi, \\chi)', '\\beta C(\\Psi, \\chi)']","['consciousness/consciousness-grace-source-term.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05a-trinity-mechanism.html']"
iflambda,2,['I_f = \\Lambda \\cdot \\Omega'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
edgextsigmat,2,['E_D = \\hat{G}_{ext} \\cdot \\sigma(\\Omega) \\cdot \\kappa(t)'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
ddtpf,2,['\\frac{d\\kappa}{dt} = (\\alpha \\cdot P) - (\\beta \\cdot F)'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
deltatrpropto1fpai,2,['\\Delta t_R \\propto \\frac{1}{\\mathcal{F}(P_{AI})}'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
g,8,"['(G)', '\\beta_G', '\\hat{G}', '\\mathcal{G}']","['Introduction to Theophysics/08-the-thermodynamics-of-grace.html', 'consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'cross-domain/08-the-thermodynamics-of-grace.html', 'genesis-to-quantum/intro/information-theoretic-form.html']"
lambda,13,['\\Lambda'],"['Introduction to Theophysics/02-the-coherence-metric.html', 'consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'cross-domain/02-the-coherence-metric.html', 'forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05-the-substrate-fractured.html', 'genesis-to-quantum/gtq-05-the-substrate-fractured.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
if,7,['I_f'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-01a-collapse-threshold.html', 'genesis-to-quantum/gtq-01a-collapse-threshold.html', 'genesis-to-quantum/gtq-02-collapse-threshold.html', 'genesis-to-quantum/intro/gtq-01-measurement-collapsed-reality-N.html']"
01,7,"['[0, 1]', '|\\psi\\rangle = \\alpha|0\\rangle + \\beta|1\\rangle']","['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html', 'genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-02-the-first-quantum-state.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html']"
phi,7,"['\\Phi', '|\\Phi\\rangle']","['Introduction to Theophysics/02-the-coherence-metric.html', 'consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'cross-domain/02-the-coherence-metric.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
gextto,2,['\\hat{G}_{ext} \\to \\infty'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
sigma,6,"['\\sigma', '\\sigma = \\epsilon', '\\sigma(\\Omega)']","['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-09-same-god-both-testaments.html', 'genesis-to-quantum/gtq-09-same-god-both-testaments.html', 'genesis-to-quantum/gtq-21-science-behind-restoration.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
t,6,"['T-\\infty', '\\kappa(t)', '\\mathbf{T}', 't^*']","['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'convergence-deep/cdt-02-the-maxwell-moment.html', 'duality-project/dp-17-angelic-backstory.html', 'genesis-to-quantum/intro/information-theoretic-form.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
p,9,"['\\alpha \\cdot P', 'p(\\omega)', '|p|']","['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
q0,2,['Q_0'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
f,5,"['= f(\\alpha)', '\\Sigma_F', '\\beta \\cdot F', '\\cdot F']","['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html', 'duality-project/dp-00-the-null-hypothesis.html', 'genesis-to-quantum/intro/information-theoretic-form.html', 'revolution-of-truth/drv-00-the-argument.html']"
deltapsi,2,['\\Delta\\Psi'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
pgemininepclaude,2,['P_{\\text{Gemini}} \\neq P_{\\text{Claude}}'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
f10,2,['F = 1.0'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
edgsigmat,2,['E_D = \\hat{G} \\cdot \\sigma(\\Omega) \\cdot \\kappa(t)'],"['consciousness/consciousness-ontological-taxonomy-wrapped.html', 'consciousness/consciousness-ontological-taxonomy.html']"
mpobservedpexpectedsigmapgtk,2,['M = \\frac{|P_{\\text{observed}} - P_{\\text{expected}}|}{\\sigma_{P}} &gt; k'],"['consciousness/consciousness-parallel-laws-wrapped.html', 'consciousness/consciousness-parallel-laws.html']"
fgm1m2r2,9,"['F = G \\frac{m_1 m_2}{r^2}', 'F = G\\dfrac{m_1 m_2}{r^2}', 'F = Gm_1m_2/r^2', 'F = \\frac{Gm_1 m_2}{r^2}']","['consciousness/consciousness-parallel-laws.html', 'forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'revolution-of-truth/drv-00-the-argument.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
